Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST-10929,58,Male,Peshawar,Basic,12.18,50,1,10,17,2026-05-02,3,1
CUST-10930,38,Female,Faisalabad,Basic,26.91,70,34,2,6,2026-03-18,3,1
CUST-10931,40,Female,Quetta,Premium,118.59,2,32,3,6,2026-05-23,5,1
CUST-10932,25,Female,Quetta,Premium,110.71,24,50,1,29,2025-07-14,1,1
CUST-10933,22,Female,Lahore,Premium,71.62,35,44,6,4,2026-02-03,5,0
CUST-10934,66,Female,Faisalabad,Basic,19.04,61,18,3,10,2026-06-08,5,0
CUST-10935,29,Male,Faisalabad,Standard,65.9,7,45,8,16,2025-12-27,1,1
CUST-10936,25,Male,Karachi,Premium,97.36,33,50,3,6,2025-11-01,3,0
CUST-10937,32,Female,Rawalpindi,Standard,44.84,55,38,10,30,2026-03-01,2,1
CUST-10938,51,Female,Islamabad,Standard,64.58,14,50,7,22,2026-04-02,3,1
CUST-10939,27,Female,Peshawar,Basic,20.43,37,14,6,20,2026-05-29,1,1
CUST-10940,26,Male,Faisalabad,Basic,12.18,56,38,6,27,2026-02-19,4,0
CUST-10941,35,Male,Multan,Premium,75.56,20,15,5,14,2025-08-16,5,0
CUST-10942,43,Male,Karachi,Premium,86.23,54,4,3,9,2025-11-17,5,0
CUST-10943,55,Female,Lahore,Basic,14.84,63,39,10,3,2026-02-03,2,1
CUST-10944,35,Female,Faisalabad,Premium,76.55,25,46,2,27,2025-09-27,5,0
CUST-10945,50,Male,Islamabad,Standard,58.2,27,4,5,14,2026-05-22,5,0
CUST-10946,57,Male,Faisalabad,Premium,87.89,8,39,9,14,2025-08-13,3,1
CUST-10947,19,Male,Karachi,Standard,47.9,60,19,8,4,2026-03-11,5,0
CUST-10948,18,Female,Quetta,Basic,29.53,50,40,10,1,2026-05-01,3,1
CUST-10949,23,Female,Karachi,Basic,29.92,32,50,1,19,2025-10-12,4,0
CUST-10950,61,Female,Islamabad,Premium,75.45,64,11,4,10,2026-04-13,2,1
CUST-10951,27,Female,Faisalabad,Basic,11.54,69,45,0,25,2025-07-12,5,0
CUST-10952,60,Female,Rawalpindi,Standard,39.92,55,34,4,5,2025-07-05,5,0
CUST-10953,24,Male,Islamabad,Basic,13.64,42,43,2,8,2025-12-26,3,1
CUST-10954,47,Male,Quetta,Premium,100.13,36,34,10,24,2026-01-11,3,1
CUST-10955,55,Male,Multan,Basic,27.32,68,14,9,27,2025-09-17,5,0
CUST-10956,18,Male,Faisalabad,Premium,93.02,64,7,1,21,2025-07-01,5,0
CUST-10957,70,Male,Lahore,Basic,22.71,60,20,10,15,2025-10-21,2,1
CUST-10958,43,Male,Rawalpindi,Basic,15.39,7,15,1,7,2026-04-24,2,1
CUST-10959,28,Male,Islamabad,Basic,20.05,20,25,0,8,2025-11-17,1,1
CUST-10960,43,Female,Multan,Premium,105.09,53,27,6,1,2026-02-09,5,0
CUST-10961,28,Male,Lahore,Standard,40.25,15,3,6,12,2025-11-17,5,0
CUST-10962,38,Female,Faisalabad,Premium,91.18,7,37,7,23,2025-07-28,4,0
CUST-10963,27,Female,Lahore,Basic,25.3,68,15,10,24,2026-05-28,5,0
CUST-10964,26,Female,Karachi,Basic,12.85,28,50,7,28,2025-12-28,5,0
CUST-10965,42,Male,Multan,Basic,27.47,59,8,9,11,2026-04-19,2,1
CUST-10966,59,Female,Karachi,Standard,66.23,60,16,2,12,2025-07-26,3,0
CUST-10967,43,Male,Lahore,Basic,17.33,44,8,10,13,2025-10-22,2,1
CUST-10968,48,Female,Faisalabad,Premium,96.35,63,28,6,11,2025-07-14,3,1
CUST-10969,70,Male,Lahore,Basic,14.39,10,11,9,13,2026-05-11,1,1
CUST-10970,25,Female,Islamabad,Basic,28.16,18,44,1,7,2025-10-29,2,1
CUST-10971,33,Male,Peshawar,Basic,11.17,18,14,3,21,2026-04-07,1,1
CUST-10972,38,Female,Lahore,Basic,28.61,65,37,8,21,2025-11-11,3,1
CUST-10973,60,Female,Karachi,Standard,69.64,8,17,2,22,2026-06-07,5,0
CUST-10974,42,Female,Multan,Basic,23.01,61,5,5,10,2025-12-24,5,0
CUST-10975,35,Female,Peshawar,Standard,61.88,59,41,1,8,2025-11-14,2,1
CUST-10976,20,Male,Quetta,Basic,28.36,36,50,8,18,2026-03-28,4,0
CUST-10977,28,Male,Faisalabad,Basic,19.93,59,16,10,17,2026-05-22,5,0
CUST-10978,53,Male,Karachi,Premium,79.42,36,15,0,17,2026-01-18,1,0
CUST-10979,36,Female,Karachi,Basic,24.55,70,47,7,9,2025-07-18,4,0
CUST-10980,23,Female,Peshawar,Standard,58.38,27,11,6,8,2025-08-17,3,0
CUST-10981,45,Female,Islamabad,Standard,58.79,6,20,10,30,2026-02-16,5,1
CUST-10982,39,Female,Karachi,Basic,27.46,69,12,0,20,2026-03-18,2,0
CUST-10983,43,Female,Rawalpindi,Premium,111.25,50,14,0,18,2026-03-22,4,0
CUST-10984,37,Male,Quetta,Basic,29.77,65,11,0,5,2025-10-13,5,0
CUST-10985,41,Female,Karachi,Standard,40.35,38,45,1,1,2026-02-09,2,0
CUST-10986,37,Male,Karachi,Premium,108.67,47,24,3,27,2026-04-13,2,0
CUST-10987,41,Male,Lahore,Basic,25.65,69,6,3,4,2025-09-02,5,0
CUST-10988,54,Female,Quetta,Premium,114.5,61,12,9,6,2026-06-06,3,0
CUST-10989,54,Male,Lahore,Basic,18.98,28,44,6,21,2025-11-10,2,1
CUST-10990,60,Female,Multan,Standard,46.37,28,10,0,9,2026-06-14,5,0
CUST-10991,55,Female,Lahore,Standard,54.13,55,25,7,29,2026-03-17,1,1
CUST-10992,31,Male,Islamabad,Standard,54.29,1,20,2,22,2026-03-23,4,0
CUST-10993,31,Female,Quetta,Premium,94.28,41,17,9,16,2026-03-17,2,1
CUST-10994,60,Male,Rawalpindi,Standard,63.96,63,20,6,21,2026-06-16,1,1
CUST-10995,28,Male,Multan,Premium,76.84,16,30,5,9,2026-04-13,1,1
CUST-10996,33,Male,Karachi,Premium,82.21,63,44,1,16,2025-10-17,3,0
CUST-10997,51,Female,Peshawar,Basic,24.74,45,6,5,27,2026-05-10,3,1
CUST-10998,54,Female,Karachi,Premium,93.43,12,45,1,20,2026-03-20,5,0
CUST-10999,26,Female,Karachi,Premium,93.55,14,29,10,9,2026-02-21,1,1
CUST-11000,57,Female,Islamabad,Standard,60.66,57,14,2,22,2026-04-24,1,0
CUST-11001,30,Male,Multan,Premium,94.04,10,37,3,15,2025-08-07,5,0
CUST-11002,48,Male,Karachi,Basic,29.44,20,38,5,26,2025-10-13,1,1
CUST-11003,24,Male,Islamabad,Premium,113.26,14,9,10,16,2026-03-31,5,0
CUST-11004,47,Male,Faisalabad,Standard,59.52,65,45,5,8,2026-02-01,4,0
CUST-11005,61,Female,Multan,Premium,107.36,56,29,7,10,2026-03-28,1,1
CUST-11006,33,Female,Lahore,Standard,60.83,45,13,9,12,2026-03-04,1,1
CUST-11007,50,Male,Karachi,Premium,87.48,19,21,8,5,2025-12-02,3,0
CUST-11008,50,Female,Lahore,Premium,118.99,59,20,8,23,2026-04-09,1,1
CUST-11009,45,Male,Lahore,Basic,26.54,14,24,8,4,2026-04-19,5,0
CUST-11010,61,Male,Karachi,Standard,33.24,70,27,9,23,2025-06-29,1,1
CUST-11011,53,Male,Lahore,Standard,67.6,37,3,4,27,2025-10-02,3,1
CUST-11012,31,Male,Quetta,Premium,101.53,12,14,1,13,2026-02-20,5,0
CUST-11013,30,Male,Rawalpindi,Basic,18.64,3,4,5,29,2026-01-30,3,1
CUST-11014,51,Male,Islamabad,Basic,14.46,53,43,6,7,2025-10-26,3,1
CUST-11015,56,Male,Quetta,Premium,86.04,56,47,9,17,2025-11-16,3,1
CUST-11016,61,Female,Peshawar,Premium,109.91,22,9,5,3,2026-05-21,4,0
CUST-11017,36,Female,Multan,Basic,24.06,6,2,8,30,2026-04-21,3,1
CUST-11018,66,Female,Multan,Standard,32.23,11,10,0,16,2026-04-11,3,0
CUST-11019,57,Female,Rawalpindi,Premium,93.97,36,4,5,18,2025-12-15,1,1
CUST-11020,54,Female,Lahore,Premium,86.25,28,13,3,22,2025-08-30,5,0
CUST-11021,61,Male,Islamabad,Basic,19.51,7,16,0,5,2026-01-01,4,0
CUST-11022,24,Male,Peshawar,Standard,52.12,38,29,3,26,2026-06-06,1,0
CUST-11023,19,Female,Quetta,Basic,17.68,1,12,5,13,2025-12-06,4,0
CUST-11024,44,Male,Quetta,Basic,14.31,44,10,10,22,2026-01-25,1,1
CUST-11025,46,Male,Islamabad,Premium,102.63,60,48,5,18,2026-05-17,3,0
CUST-11026,49,Male,Quetta,Standard,39.97,20,11,0,30,2026-05-10,5,0
CUST-11027,68,Male,Multan,Premium,91.42,2,41,4,15,2025-06-21,1,1
CUST-11028,56,Female,Faisalabad,Standard,65.27,28,42,4,12,2026-05-02,1,1
CUST-11029,70,Male,Karachi,Basic,17.76,71,21,7,21,2025-06-30,3,1
CUST-11030,65,Female,Multan,Basic,14.96,60,49,3,17,2025-11-16,4,0
CUST-11031,50,Male,Peshawar,Premium,84.19,61,49,7,26,2026-05-26,1,1
CUST-11032,70,Female,Rawalpindi,Standard,57.0,29,46,4,6,2025-08-23,4,0
CUST-11033,58,Male,Islamabad,Standard,66.33,43,20,0,7,2025-07-18,5,0
CUST-11034,34,Female,Faisalabad,Standard,62.32,1,17,5,16,2025-10-25,5,0
CUST-11035,38,Male,Lahore,Premium,103.51,32,43,6,4,2025-10-17,5,0
CUST-11036,39,Female,Quetta,Basic,28.05,42,20,10,13,2025-07-29,5,0
CUST-11037,24,Male,Islamabad,Basic,25.93,17,28,5,2,2026-04-25,3,0
CUST-11038,39,Female,Peshawar,Premium,105.3,35,5,2,1,2026-01-08,4,0
CUST-11039,40,Female,Multan,Standard,61.04,28,44,9,4,2026-05-21,1,1
CUST-11040,68,Female,Quetta,Standard,59.44,28,27,5,13,2026-05-02,3,1
CUST-11041,22,Female,Lahore,Premium,119.75,18,45,7,18,2025-10-17,4,0
CUST-11042,54,Female,Islamabad,Standard,63.54,23,7,0,1,2026-02-13,5,0
CUST-11043,31,Female,Rawalpindi,Premium,76.53,24,14,8,22,2025-12-04,4,0
CUST-11044,23,Male,Lahore,Basic,23.05,10,22,2,16,2026-01-11,5,1
CUST-11045,40,Female,Multan,Basic,23.53,4,24,0,6,2025-10-23,1,1
CUST-11046,63,Male,Rawalpindi,Basic,24.83,6,16,5,9,2026-05-18,1,1
CUST-11047,39,Female,Islamabad,Standard,60.02,17,47,7,12,2025-07-11,2,1
CUST-11048,38,Female,Quetta,Premium,82.39,62,48,3,5,2026-04-25,4,0
CUST-11049,70,Female,Rawalpindi,Basic,21.79,71,49,0,10,2025-08-13,3,1
CUST-11050,47,Male,Faisalabad,Standard,63.86,25,23,1,24,2025-07-06,2,0
CUST-11051,43,Male,Quetta,Basic,13.49,3,20,3,27,2025-08-22,1,0
CUST-11052,19,Male,Faisalabad,Standard,31.28,65,11,1,11,2026-01-06,2,0
CUST-11053,53,Female,Islamabad,Standard,62.37,47,36,0,16,2025-10-23,5,0
CUST-11054,49,Female,Multan,Standard,60.82,16,33,7,5,2025-07-06,3,1
CUST-11055,37,Female,Islamabad,Standard,57.51,44,1,4,17,2025-10-20,5,0
CUST-11056,18,Male,Multan,Basic,27.85,35,17,1,21,2026-04-25,5,0
CUST-11057,55,Female,Peshawar,Basic,29.14,53,45,8,16,2025-12-05,4,0
CUST-11058,63,Female,Faisalabad,Premium,76.4,38,22,1,21,2026-03-26,3,1
CUST-11059,29,Male,Faisalabad,Premium,101.75,10,9,9,18,2025-09-20,2,1
CUST-11060,42,Female,Multan,Basic,25.99,2,4,3,22,2026-02-12,2,1
CUST-11061,22,Female,Multan,Premium,104.07,8,17,10,13,2026-01-18,5,0
CUST-11062,41,Female,Lahore,Premium,96.44,49,44,3,29,2025-08-24,3,0
CUST-11063,67,Female,Faisalabad,Basic,14.3,71,33,6,28,2026-01-01,2,1
CUST-11064,54,Male,Lahore,Basic,20.71,28,50,1,15,2026-03-05,2,1
CUST-11065,29,Female,Karachi,Standard,34.28,53,47,4,2,2025-12-26,1,1
CUST-11066,18,Female,Rawalpindi,Standard,58.79,43,21,10,24,2026-06-07,3,1
CUST-11067,53,Male,Peshawar,Basic,23.08,4,26,7,7,2026-04-01,4,0
CUST-11068,45,Female,Multan,Basic,18.87,27,10,4,25,2025-09-27,2,1
CUST-11069,49,Male,Islamabad,Standard,40.46,16,46,0,26,2025-11-19,5,0
CUST-11070,37,Female,Islamabad,Premium,99.71,43,44,5,26,2025-10-19,5,0
CUST-11071,67,Female,Karachi,Basic,25.51,8,7,9,23,2025-07-21,5,0
CUST-11072,34,Male,Islamabad,Standard,44.01,27,28,8,29,2026-02-25,3,0
CUST-11073,25,Female,Quetta,Standard,43.38,40,49,0,14,2026-03-12,5,0
CUST-11074,68,Female,Quetta,Standard,49.38,19,14,6,20,2026-05-26,1,1
CUST-11075,48,Male,Faisalabad,Basic,29.01,31,2,10,17,2026-01-28,1,1
CUST-11076,35,Male,Islamabad,Premium,119.76,62,1,0,18,2026-02-02,2,0
CUST-11077,42,Female,Peshawar,Standard,69.74,14,19,1,3,2026-05-31,1,0
CUST-11078,63,Female,Islamabad,Premium,93.02,51,30,6,10,2026-04-09,1,1
CUST-11079,22,Male,Rawalpindi,Basic,27.17,20,45,3,27,2025-07-20,3,1
CUST-11080,18,Female,Faisalabad,Standard,45.78,2,48,6,3,2025-12-19,4,0
CUST-11081,42,Male,Karachi,Basic,14.32,30,33,0,26,2025-08-30,1,0
CUST-11082,52,Male,Quetta,Premium,114.08,16,34,8,3,2026-06-12,2,1
CUST-11083,31,Male,Lahore,Premium,106.22,46,9,1,20,2025-08-02,3,0
CUST-11084,62,Male,Karachi,Basic,12.18,30,50,9,4,2025-08-07,3,0
CUST-11085,39,Male,Faisalabad,Basic,10.68,8,46,8,2,2025-07-04,5,1
CUST-11086,49,Male,Multan,Basic,19.52,3,15,6,27,2025-08-08,4,1
CUST-11087,20,Male,Islamabad,Basic,22.96,12,37,4,17,2026-01-31,2,1
CUST-11088,52,Male,Islamabad,Basic,13.56,26,9,2,27,2026-05-24,1,0
CUST-11089,25,Female,Rawalpindi,Basic,14.77,38,16,3,26,2026-01-16,2,0
CUST-11090,49,Female,Multan,Standard,55.61,11,3,3,16,2025-08-10,2,1
CUST-11091,44,Male,Karachi,Basic,27.28,20,3,4,6,2026-05-20,3,1
CUST-11092,53,Male,Rawalpindi,Basic,19.17,70,25,1,2,2025-09-26,4,0
CUST-11093,23,Male,Faisalabad,Basic,20.78,26,19,2,10,2026-06-14,4,0
CUST-11094,32,Male,Islamabad,Premium,100.27,72,50,2,15,2025-06-21,1,0
CUST-11095,23,Male,Peshawar,Premium,105.56,33,30,3,7,2025-11-25,5,0
CUST-11096,38,Female,Karachi,Basic,17.89,41,39,4,24,2025-07-05,4,0
CUST-11097,44,Female,Peshawar,Premium,80.86,70,18,7,17,2025-09-02,5,0
CUST-11098,51,Female,Karachi,Premium,100.66,51,48,5,13,2026-06-17,2,1
CUST-11099,39,Male,Quetta,Standard,55.63,11,38,10,30,2025-12-31,5,1
CUST-11100,34,Male,Lahore,Premium,74.23,16,15,2,12,2025-08-11,2,1
CUST-11101,52,Female,Rawalpindi,Standard,65.53,6,48,4,21,2025-12-03,3,1
CUST-11102,24,Male,Peshawar,Standard,36.45,70,38,5,26,2025-10-03,2,1
CUST-11103,54,Female,Quetta,Basic,27.07,18,1,10,30,2026-02-21,1,1
CUST-11104,68,Male,Multan,Basic,20.87,62,48,4,29,2026-01-07,5,0
CUST-11105,66,Male,Rawalpindi,Basic,13.09,14,29,7,30,2026-02-08,4,0
CUST-11106,45,Female,Faisalabad,Basic,12.47,30,35,3,1,2026-01-24,2,1
CUST-11107,55,Female,Quetta,Premium,115.92,50,12,8,29,2025-07-19,2,1
CUST-11108,19,Female,Quetta,Standard,65.45,10,15,1,17,2026-04-28,2,0
CUST-11109,55,Female,Quetta,Standard,65.42,13,2,9,6,2026-06-02,1,1
CUST-11110,48,Female,Multan,Standard,47.37,22,1,4,11,2026-03-10,1,1
CUST-11111,34,Female,Multan,Premium,115.87,6,2,2,25,2025-10-12,4,0
CUST-11112,38,Female,Lahore,Standard,58.15,32,28,3,6,2025-10-03,4,0
CUST-11113,62,Male,Faisalabad,Premium,108.49,65,33,6,1,2025-09-16,5,0
CUST-11114,22,Male,Karachi,Premium,74.45,18,12,2,14,2025-07-07,1,1
CUST-11115,29,Male,Peshawar,Basic,14.99,40,39,6,18,2025-08-02,5,0
CUST-11116,23,Male,Islamabad,Standard,60.48,54,29,6,11,2026-03-30,4,0
CUST-11117,23,Female,Rawalpindi,Premium,114.15,41,44,1,28,2025-12-16,5,0
CUST-11118,18,Male,Islamabad,Basic,13.25,51,14,8,8,2026-05-13,4,0
CUST-11119,25,Female,Lahore,Premium,107.7,33,44,4,20,2025-07-19,2,1
CUST-11120,58,Male,Peshawar,Basic,12.28,64,8,3,15,2025-08-05,3,0
CUST-11121,51,Female,Faisalabad,Basic,14.33,64,21,8,9,2026-03-05,1,1
CUST-11122,19,Male,Quetta,Basic,17.0,50,21,4,21,2025-12-04,1,1
CUST-11123,32,Male,Peshawar,Basic,11.97,37,7,3,25,2025-11-13,2,0
CUST-11124,62,Female,Rawalpindi,Standard,46.44,43,26,5,30,2026-01-22,2,1
CUST-11125,20,Female,Karachi,Standard,54.99,9,45,1,3,2025-08-19,2,0
CUST-11126,24,Male,Peshawar,Basic,11.26,30,50,0,28,2026-06-05,1,0
CUST-11127,31,Male,Peshawar,Basic,19.36,16,34,5,1,2025-10-14,3,0
CUST-11128,69,Female,Karachi,Basic,15.96,50,28,9,15,2025-10-04,5,0
CUST-11129,48,Female,Peshawar,Standard,33.29,54,2,5,21,2025-09-26,2,1
CUST-11130,70,Female,Lahore,Basic,28.64,62,33,9,29,2026-04-03,5,0
CUST-11131,62,Male,Peshawar,Premium,97.81,34,7,6,17,2025-10-20,4,0
CUST-11132,38,Male,Lahore,Basic,24.6,6,34,0,21,2025-12-10,4,0
CUST-11133,36,Male,Faisalabad,Standard,41.2,27,33,2,24,2025-10-18,2,1
CUST-11134,34,Female,Islamabad,Basic,18.54,47,46,6,24,2025-08-14,5,0
CUST-11135,45,Male,Peshawar,Basic,24.75,1,42,7,6,2025-09-03,3,1
CUST-11136,23,Female,Islamabad,Premium,109.92,62,26,1,25,2025-11-26,3,1
CUST-11137,29,Male,Lahore,Standard,42.82,26,5,6,21,2026-03-16,4,0
CUST-11138,66,Male,Lahore,Premium,101.98,17,44,4,23,2026-05-02,4,0
CUST-11139,59,Male,Lahore,Standard,66.35,29,12,1,17,2026-02-24,5,0
CUST-11140,65,Female,Quetta,Standard,57.67,23,19,9,15,2026-03-14,2,1
CUST-11141,49,Male,Multan,Premium,116.56,40,21,4,14,2026-06-05,2,1
CUST-11142,64,Female,Islamabad,Basic,28.79,64,25,10,22,2025-11-25,2,1
CUST-11143,31,Female,Karachi,Premium,89.55,53,21,10,23,2025-07-31,2,1
CUST-11144,57,Female,Rawalpindi,Premium,74.96,48,42,9,10,2025-11-01,4,0
CUST-11145,33,Male,Multan,Standard,32.84,6,30,4,19,2025-12-29,3,1
CUST-11146,62,Female,Rawalpindi,Premium,82.36,33,8,7,6,2025-08-30,5,0
CUST-11147,40,Female,Multan,Basic,13.52,54,41,3,27,2025-08-19,3,1
CUST-11148,32,Female,Peshawar,Premium,98.87,18,21,4,24,2026-04-06,5,0
CUST-11149,58,Female,Peshawar,Standard,55.79,52,38,2,4,2026-05-05,4,0
CUST-11150,58,Male,Quetta,Standard,41.75,64,31,10,14,2026-05-08,3,1
CUST-11151,51,Female,Multan,Premium,90.35,17,27,6,17,2025-08-27,1,1
CUST-11152,65,Female,Karachi,Basic,13.72,15,10,3,6,2026-03-05,5,0
CUST-11153,60,Female,Peshawar,Premium,100.29,4,13,3,11,2026-01-02,5,1
CUST-11154,30,Female,Peshawar,Standard,41.1,43,5,5,1,2025-08-23,5,0
CUST-11155,22,Female,Rawalpindi,Basic,23.03,67,46,3,11,2026-05-14,4,0
CUST-11156,61,Male,Quetta,Premium,71.98,9,25,7,10,2026-05-30,2,1
CUST-11157,19,Female,Rawalpindi,Premium,115.15,51,36,7,29,2026-04-16,5,0
CUST-11158,52,Female,Karachi,Standard,58.17,53,39,9,14,2026-03-04,1,1
CUST-11159,25,Male,Karachi,Standard,63.69,69,39,7,30,2025-10-29,3,1
CUST-11160,33,Female,Karachi,Premium,78.2,63,11,2,28,2025-11-18,1,1
CUST-11161,58,Male,Rawalpindi,Basic,29.52,33,48,2,18,2025-12-01,3,0
CUST-11162,62,Male,Karachi,Basic,29.69,9,28,7,4,2025-08-07,4,1
CUST-11163,65,Female,Lahore,Premium,94.34,38,15,7,1,2026-02-16,3,0
CUST-11164,56,Female,Islamabad,Premium,108.93,63,6,1,9,2026-04-23,2,1
CUST-11165,37,Male,Quetta,Premium,114.36,41,23,8,10,2025-08-11,4,0
CUST-11166,58,Male,Karachi,Basic,14.88,58,49,10,18,2025-10-11,2,1
CUST-11167,44,Female,Multan,Standard,52.03,8,33,0,28,2026-04-01,5,0
CUST-11168,21,Male,Peshawar,Standard,42.04,36,43,2,5,2025-12-13,2,1
CUST-11169,60,Female,Lahore,Standard,63.92,13,16,10,15,2025-11-16,3,1
CUST-11170,25,Male,Islamabad,Standard,64.85,34,17,6,14,2025-08-16,4,0
CUST-11171,48,Male,Quetta,Standard,36.07,30,16,1,26,2026-01-20,4,0
CUST-11172,37,Male,Rawalpindi,Basic,28.16,4,1,3,21,2025-07-19,4,0
CUST-11173,28,Male,Karachi,Standard,37.32,5,42,9,17,2025-09-22,4,1
CUST-11174,41,Male,Islamabad,Standard,45.08,12,3,8,11,2026-01-18,2,1
CUST-11175,38,Female,Rawalpindi,Standard,37.46,2,42,6,14,2026-05-25,3,0
CUST-11176,22,Male,Lahore,Premium,81.21,19,21,8,30,2026-03-24,4,0
CUST-11177,41,Male,Karachi,Standard,40.86,45,25,6,1,2025-12-21,1,1
CUST-11178,58,Female,Multan,Basic,17.94,43,38,2,13,2025-10-13,3,0
CUST-11179,36,Female,Faisalabad,Premium,103.25,14,43,0,4,2026-01-28,3,0
CUST-11180,58,Male,Multan,Basic,20.21,49,33,10,14,2026-05-31,3,1
CUST-11181,24,Male,Faisalabad,Basic,13.52,30,42,1,18,2025-10-18,2,0
CUST-11182,57,Female,Quetta,Basic,28.23,20,11,4,12,2026-03-16,5,0
CUST-11183,57,Male,Islamabad,Basic,15.87,67,48,5,7,2025-08-20,3,1
CUST-11184,54,Female,Rawalpindi,Standard,59.5,53,48,8,23,2025-06-26,4,0
CUST-11185,68,Female,Rawalpindi,Basic,22.15,4,39,9,18,2026-02-03,4,1
CUST-11186,33,Male,Islamabad,Basic,13.62,37,8,2,15,2026-03-07,2,1
CUST-11187,55,Male,Quetta,Premium,108.88,3,20,10,16,2026-02-09,2,1
CUST-11188,19,Male,Islamabad,Standard,59.48,63,40,6,29,2025-09-14,4,0
CUST-11189,42,Female,Multan,Basic,21.29,55,25,4,10,2026-02-22,3,1
CUST-11190,18,Male,Multan,Standard,64.25,35,44,3,26,2025-09-27,2,1
CUST-11191,52,Female,Lahore,Premium,111.72,69,30,7,7,2025-07-28,2,1
CUST-11192,54,Female,Peshawar,Basic,27.93,54,18,10,30,2025-10-03,2,1
CUST-11193,25,Female,Multan,Premium,91.76,39,19,1,4,2026-02-20,2,0
CUST-11194,39,Male,Rawalpindi,Premium,83.76,61,35,4,5,2025-07-15,3,1
CUST-11195,63,Male,Faisalabad,Standard,51.21,52,33,5,15,2026-03-08,4,0
CUST-11196,42,Male,Karachi,Standard,56.26,37,27,9,21,2026-06-16,3,1
CUST-11197,36,Female,Karachi,Basic,27.49,51,32,8,5,2025-11-13,2,1
CUST-11198,22,Female,Lahore,Premium,90.71,8,7,1,10,2025-06-27,1,1
CUST-11199,56,Female,Faisalabad,Standard,48.25,39,28,7,23,2026-05-09,1,1
CUST-11200,51,Male,Islamabad,Basic,22.7,38,16,4,5,2025-12-14,4,0
CUST-11201,34,Male,Quetta,Standard,62.25,2,38,10,29,2026-04-22,3,1
CUST-11202,65,Female,Lahore,Basic,27.65,40,24,4,5,2026-04-09,3,1
CUST-11203,34,Female,Karachi,Standard,56.93,59,7,1,26,2026-04-08,5,0
CUST-11204,36,Female,Multan,Premium,96.06,52,4,5,18,2026-03-11,5,0
CUST-11205,52,Female,Quetta,Basic,22.49,62,25,2,14,2025-10-15,3,1
CUST-11206,31,Male,Multan,Basic,21.54,9,36,6,1,2025-06-27,2,1
CUST-11207,24,Male,Karachi,Standard,58.77,31,28,5,13,2025-11-01,1,1
CUST-11208,35,Female,Islamabad,Basic,16.13,23,39,3,19,2025-11-16,4,0
CUST-11209,59,Male,Multan,Basic,29.81,40,22,7,8,2025-11-28,1,1
CUST-11210,64,Male,Islamabad,Premium,86.48,15,42,3,4,2026-06-02,3,0
CUST-11211,31,Male,Rawalpindi,Basic,28.11,29,24,0,26,2025-12-16,4,0
CUST-11212,19,Female,Karachi,Premium,95.8,57,8,3,19,2025-08-27,4,0
CUST-11213,50,Male,Rawalpindi,Standard,67.47,61,31,2,2,2026-04-11,2,0
CUST-11214,32,Female,Islamabad,Basic,10.62,57,9,7,5,2025-11-02,4,0
CUST-11215,49,Male,Quetta,Standard,40.39,62,49,9,5,2025-09-11,1,1
CUST-11216,51,Female,Multan,Basic,11.5,49,20,7,16,2025-11-29,5,0
CUST-11217,62,Male,Quetta,Premium,76.09,12,24,10,21,2026-05-03,1,1
CUST-11218,41,Female,Rawalpindi,Standard,32.47,19,9,7,21,2026-01-11,1,1
CUST-11219,61,Male,Quetta,Standard,43.34,67,20,2,28,2026-06-14,2,0
CUST-11220,57,Female,Quetta,Premium,117.55,72,4,2,7,2025-07-22,3,0
CUST-11221,21,Male,Islamabad,Standard,35.81,55,31,3,7,2025-12-11,4,0
CUST-11222,61,Female,Quetta,Basic,14.32,49,30,0,8,2025-11-30,2,0
CUST-11223,30,Male,Peshawar,Premium,87.3,50,36,1,18,2025-09-19,1,0
CUST-11224,35,Male,Faisalabad,Standard,42.54,45,48,0,15,2025-10-06,2,1
CUST-11225,36,Male,Faisalabad,Standard,51.57,1,4,4,5,2026-01-11,1,1
CUST-11226,24,Female,Karachi,Basic,23.06,21,34,4,19,2026-06-16,4,0
CUST-11227,48,Female,Karachi,Premium,118.45,51,21,1,3,2025-07-06,1,1
CUST-11228,23,Male,Multan,Premium,102.18,71,4,0,11,2025-09-25,1,0
CUST-11229,61,Female,Rawalpindi,Premium,78.07,58,36,2,3,2025-11-09,5,0
CUST-11230,49,Male,Faisalabad,Basic,17.57,55,36,0,2,2026-01-09,3,1
CUST-11231,64,Male,Rawalpindi,Basic,13.05,31,23,8,2,2025-08-08,5,0
CUST-11232,28,Male,Peshawar,Basic,17.74,44,14,10,23,2026-01-05,3,0
CUST-11233,64,Male,Lahore,Standard,34.13,3,46,3,2,2026-03-21,1,0
CUST-11234,63,Male,Lahore,Basic,10.82,67,1,9,14,2026-03-03,3,1
CUST-11235,23,Female,Rawalpindi,Standard,55.51,37,47,8,11,2026-04-25,2,1
CUST-11236,45,Male,Lahore,Premium,105.41,58,6,9,13,2025-10-01,2,1
CUST-11237,45,Male,Karachi,Basic,23.11,17,10,1,24,2025-10-10,3,1
CUST-11238,53,Male,Faisalabad,Standard,33.76,70,33,3,14,2026-05-21,4,0
CUST-11239,60,Female,Faisalabad,Basic,24.13,49,11,10,25,2025-11-14,2,1
